"(Intercept)","X1","X2"
0.00944336267401212,-0.00444420184246116,-0.00656767040607408
0.000777870082381423,-0.00108615914313792,0.00350364747634124
0.00651690277518409,-5.28619267423325e-05,-0.00642930427861083
0.00783750550774532,-0.00203451063979182,-0.00649174377627661
0.00761696597943567,-0.00170357699739069,-0.00648131643350079
0.00755707855932194,-0.00161371210004488,-0.00647848489276852
0.00960613118469694,-0.0046884463845711,-0.0065753662738717
0.00384539427152737,-0.00568917503261731,0.00335861167963616
0.00104269343959782,-0.00148354349807979,0.00349112634717267
0.0098609743082183,-0.00507085476167342,-0.00658741552700735
0.00769465619286577,-0.00182015612271305,-0.00648498970918054
0.00157859930121933,-0.00228770445793053,0.00346578814971877
0.00483248052820355,-0.00717036098050454,0.00331194119463714
0.00807926274785349,-0.00239728281337471,-0.00650317431496719
0.000464159633565539,-0.000615416586093159,0.00351848003904432
0.0069279089147188,-0.000669602879477436,-0.00644873708475104
0.00935177702751109,-0.0043067717326729,-0.00656334013958294
0.00495425758279202,0.00229198695029355,-0.00635542075676351
-4.05076815994032e-05,0.0001418689403991,0.00354234124489396
0.00133149856665317,-0.00191691402976222,0.00347747133449398
0.00803925540369961,-0.00233724923923443,-0.00650128272530868
0.0044623448600979,0.00303013339647644,-0.00633216260157185
0.00769045141787393,-0.00181384658938724,-0.00648479090295985
0.00653042910289898,-7.31590450562559e-05,-0.00642994381772956
0.00900514633627591,-0.00378663025011104,-0.00654695107290708
0.00135251740316998,-0.00194845413588675,0.00347647754161345
0.00683782602644615,-0.000534427754353269,-0.00644447787026258
0.00726626695797729,-0.00117733072558959,-0.0064647350118576
0.000662790758967875,-0.000913475271207126,0.00350908854879133
0.00507176307126094,0.00211566246280058,-0.00636097654087032
0.00217659036322842,-0.00318502822474354,0.00343751449815055
0.00605381980380592,0.000642023636978195,-0.00640740922463471
0.0106392656727314,-0.00623873064352445,-0.00662421396808248
0.000397111269223757,-0.000514806234748301,0.00352165015681372
0.00618964403376939,0.000438210708327033,-0.00641383113826601
0.00684734264061762,-0.000548708041498289,-0.00644492782587277
0.00729683718837865,-0.0012232033080391,-0.00646618040477004
0.00869673830146829,-0.00332384430381412,-0.00653236921396141
0.00734256109786008,-0.00129181495342298,-0.00646834227969953
1.27921739604174e-05,6.188910424429e-05,0.00353982117119976
0.00292172097333794,-0.00430314427748982,0.00340228393270987
-0.00357477264589646,0.00544525916168991,0.00370944504041656
0.00528359065924802,0.00179780164306044,-0.00637099197386887
0.00729816844447161,-0.00122520094279959,-0.00646624334796988
0.00362933832015212,-0.0053649692836567,0.00336882703413979
0.00172698548263049,-0.00251036739673686,0.00345877229370136
7.85973919300966e-05,-3.68558266015267e-05,0.00353670983070916
-0.00122686710423536,0.00192207699624731,0.00359843357650439
8.32856064497687e-05,-4.3890791803659e-05,0.00353648816695492
0.00814135549607276,-0.00249045694634033,-0.006506110125951
0.00813873737699271,-0.00248652829150897,-0.00650598633850443
0.00128749860144556,-0.00185088927282507,0.00347955169951
0.00782136598164562,-0.00201029225046388,-0.00649098068236701
0.00342448895115177,-0.00505757972702504,0.0033785125295444
0.00585356812048512,0.000942514072712069,-0.00639794111268478
0.00850767321914234,-0.00304014007707275,-0.00652343001636965
-0.000241360779359343,0.000443261836895726,0.00355183779235636
0.00993524184145463,-0.00518229793684669,-0.00659092697473786
0.00281049815586062,-0.00413624733893192,0.00340754266546956
0.000504586786929921,-0.000676080110756181,0.00351656860036114
-0.000919791288338828,0.00146129012948096,0.00358391470628162
0.00482120390722165,0.00249164248519402,-0.00634912983788203
0.000243478525313695,-0.000284270493949718,0.00352891407586995
-0.000346525247375031,0.000601067835295899,0.00355681007992876
0.00794083614487031,-0.00218956485786101,-0.00649662935837976
0.00531892906166291,-0.00790030806188381,0.00328894139210716
0.00961521560882817,-0.00470207814296792,-0.00657579579507846
0.000396371502978854,-0.000513696168268031,0.00352168513374629
0.00591160670669968,0.000855423468669302,-0.00640068523858965
0.00612271539152316,0.000538641409023941,-0.00641066668108425
0.00208090778457223,-0.00304145040669105,0.0034420384719387
2.2218171580983e-06,7.77505994822744e-05,0.00354032094887901
0.000670147994798795,-0.000924515273288347,0.00350874069087906
0.00159881976788453,-0.00231804655912143,0.00346483210461148
0.0092525641748549,-0.00415789651309584,-0.0065586492506963
0.00750519510132063,-0.00153585765885539,-0.00647603178785294
0.00296948498127725,-0.00437481722085822,0.00340002559976182
0.00451312613403681,-0.00669114932312758,0.00332704060906169
0.0058735167662674,0.000912579856110176,-0.00639888430581247
0.00694867733138171,-0.000700767214623336,-0.00644971903751532
0.00774129711245314,-0.00189014380030667,-0.0064871949413203
0.00692643025891048,-0.000667384062033431,-0.00644866717233634
0.00644923012439097,4.86852062798465e-05,-0.00642610464391596
0.00717219567137093,-0.00103617075412953,-0.00646028722166631
0.00232047936413759,-0.00340094285708769,0.00343071127359643
0.00481464408795202,0.00250148591281459,-0.00634881968267042
0.00524382922385015,0.00185746621541247,-0.00636911201103712
0.00934233908316007,-0.00429260949461607,-0.00656289390356529
-3.19243578903883e-05,0.000128989115178181,0.00354193541624657
0.00229030346100207,-0.00335566198787608,0.00343213802229756
0.00869901614091631,-0.00332726234733274,-0.00653247691262611
0.00123691154120381,-0.00177498015924131,0.0034819435093647
0.000610015124361458,-0.000834282062061371,0.00351158383676293
0.00662785195822103,-0.000219348259352464,-0.00643455007364399
0.00760069367164938,-0.00167915936066469,-0.00648054706153223
-0.00334379568960505,0.0050986634922328,0.00369852420497709
0.00406994956115585,0.00361894759470779,-0.00631360973571125
1.743122160793e-05,5.49279170728546e-05,0.00353960183210738
0.00836117396501357,-0.00282030859312304,-0.00651650337627519
0.00956068131616494,-0.00462024595512778,-0.00657321735588892
0.0109453446955113,-0.00669802175857989,-0.00663868570886962
0.00797779249088867,-0.00224502021451036,-0.00649837669361091
0.00222471191138728,-0.00325723768003826,0.00343523926032175
0.00274123253629761,-0.0040323098545687,0.00341081761741717
0.00953115107532517,-0.00457593394341274,-0.00657182113478584
