"(Intercept)","X1","X2"
0.00922105280580537,-0.00431113097511217,-0.00639914218649169
0.000742399051189946,-0.00109336706520313,0.00338642317489925
0.00634883735920178,-8.10800766761714e-05,-0.00629576526960207
0.00764496158383521,-0.00198994504270042,-0.00634241543521099
0.00742850994544053,-0.00167116622388233,-0.00633462489740178
0.00736973259018725,-0.00158460196398642,-0.0063325093799965
0.00938080426209453,-0.00454640468760526,-0.00640489196861174
0.00375306404011516,-0.0055273193149734,0.00327806317540455
0.00100231367961966,-0.00147615593600524,0.00337706831505635
0.009630923649048,-0.00491476763153062,-0.00641389427765097
0.00750476010391809,-0.00178346352795654,-0.00633736929678348
0.00152828606498915,-0.00225078096071071,0.00335813749159292
0.00472185380371001,-0.00695410295501543,0.00324319444750565
0.00788223764548396,-0.00233939299896064,-0.00635095548666638
0.00043450349546722,-0.000639914357242283,0.00339750496659153
0.0067522251463002,-0.000675168822090987,-0.0063102840222919
0.00913116477806484,-0.00417874851997563,-0.00639590693226169
0.0048151571399899,0.00217764511640164,-0.00624056497717825
-6.08093767826964e-05,8.9556916490075e-05,0.00341533229137996
0.00128576555514985,-0.00189360925141293,0.00336686630148054
0.0078429718718773,-0.0022815643910409,-0.00634954223104882
0.00433236244286498,0.00288868026689787,-0.00622318820715271
0.00750063326804861,-0.00177738573675254,-0.00633722076350782
0.00636211296479408,-0.000100631704472541,-0.00629624308583887
0.00879095918494146,-0.0036777112539355,-0.00638366223614487
0.00130639478944668,-0.00192399092461734,0.00336612381308472
0.00666381202187127,-0.000544958528546885,-0.00630710185285303
0.00708431143209513,-0.00116424839070282,-0.00632223648790774
0.000629452822053011,-0.000927025679287734,0.00339048834102607
0.00493048456312537,0.00200779683067315,-0.00624471584735433
0.00211519284813735,-0.00311514702638659,0.0033370135143456
0.00589433802914634,0.000588283115320108,-0.00627940690779286
0.0103947887134584,-0.00603974873481582,-0.0064413873458927
0.000368697930248611,-0.000542999311887929,0.00339987344366888
0.00602764464014085,0.000391956008218312,-0.00628420488576555
0.00667315223741073,-0.000558714316672393,-0.00630743802634123
0.00711431501697261,-0.00120843612436233,-0.00632331637838181
